"CardID" "R" "F" "M"
"C0105490680" 392 2 208
"C0105491440" 680 2 248.99
"C0105491679" 413 1 99.99
"C0105491892" 403 28 1475.25
"C0105492028" 465 3 192.95
"C0105492116" 415 3 715.99
"C0105492120" 415 2 353
"C0105492611" 402 23 1102.25
"C0105492743" 397 28 654.71
"C0105493053" 430 3 143.94
"C0105493127" 491 3 343.94
"C0105496217" 418 2 82.98
"C0105496331" 586 17 510.35
"C0105496382" 402 10 739.94
"C0105497365" 572 1 99
"C0105497761" 442 2 218.99
"C0105497918" 483 2 518
"C0105498196" 471 2 418
"C0105498429" 393 4 1136
"C0105499329" 397 3 1837
"C0105499419" 445 2 1498
"C0105499954" 544 4 259.89
"C0105501766" 484 2 448
"C0105502248" 391 3 169.98
"C0105502398" 511 4 399.89
"C0105503235" 516 3 212
"C0105503790" 473 4 785.97
"C0105503939" 647 1 49
"C0105504622" 704 2 85.98
"C0105504753" 390 8 843.95
"C0105504855" 446 1 449
"C0105505191" 407 4 531.95
"C0105505253" 669 1 89
"C0105506338" 434 1 559
"C0105506442" 528 4 138.97
"C0105507008" 574 10 436.88
"C0105507076" 575 2 168
"C0105507292" 624 4 466.99
"C0105507956" 437 4 196.98
"C0105508005" 708 2 118.99
"C0105508050" 602 3 148.94
"C0105509073" 617 3 527.99
"C0105509142" 597 14 357.87
"C0105509314" 399 16 1609.9
"C0105510168" 397 23 1067.27
"C0105510306" 525 2 258.99
"C0105512464" 486 2 368
"C0105512564" 409 1 149.99
"C0105512680" 397 26 905.61
"C0105513679" 482 3 442.99
"C0105514968" 512 2 398
"C0105515642" 418 8 1068.9
"C0105516371" 464 5 322.98
"C0105516482" 403 10 873.8
"C0105517277" 443 3 267
"C0105517998" 478 2 578
"C0105518120" 421 27 745.26
"C0105518206" 392 18 1112.86
"C0105518249" 743 2 143
"C0105518790" 430 4 302.94
"C0105518896" 398 4 136.96
"C0105519241" 637 3 56.93
"C0105519306" 441 2 228
"C0105519464" 405 28 1243.72
"C0105520401" 411 4 716.99
"C0105520778" 671 1 199
"C0105520952" 417 4 332.94
"C0105521088" 423 3 218.98
"C0105521134" 581 1 119
"C0105522486" 427 2 178
"C0105522581" 420 3 267
"C0105522695" 495 5 561.94
"C0105522716" 495 4 201.98
"C0105523074" 580 15 595.37
"C0105523532" 399 1 94
"C0105524633" 465 7 898.99
"C0105525183" 426 5 1415.99
"C0105525318" 439 6 365.47
"C0105526115" 409 3 200.98
"C0105526122" 425 3 227.95
"C0105526342" 440 3 432
"C0105526536" 440 1 34.95
"C0105527006" 411 3 1197.99
"C0105527060" 393 4 502.98
"C0105527553" 489 3 352
"C0105527845" 407 4 330.99
"C0105527972" 399 16 470.37
"C0105528341" 424 3 397.99
"C0105528419" 502 3 287.99
"C0105528481" 403 15 572.88
"C0105529120" 408 29 1003.24
"C0105529202" 529 2 448
"C0105529370" 546 6 376.92
"C0105530135" 419 3 427.99
"C0105530268" 424 14 850.82
"C0105530344" 396 2 343
"C0105530714" 552 10 575.94
"C0105530851" 400 1 69
"C0105530865" 470 2 293
"C0105531152" 429 4 457.98
"C0105531692" 418 3 522.99
"C0105532947" 503 3 327.99
"C0105533611" 434 4 383.97
"C0105534124" 704 1 329
"C0105534611" 417 2 338
"C0105534989" 546 3 407
"C0105535781" 440 4 517.94
"C0105537909" 445 2 348.99
"C0105538110" 523 3 458.94
"C0105538177" 405 3 288.94
"C0105538800" 465 1 169
"C0105539815" 500 4 605.98
"C0105541115" 400 4 322.98
"C0105541191" 396 2 158
"C0105541562" 590 5 466.47
"C0105541653" 575 3 457
"C0105541742" 551 3 187.93
"C0105542272" 484 5 302.97
"C0105542654" 451 6 532.92
"C0105542671" 388 1 89
"C0105542716" 421 3 247.99
"C0105544033" 391 15 782.84
"C0105545135" 582 2 208.99
"C0105545718" 411 26 971.75
"C0105545755" 409 20 532.24
"C0105547175" 491 4 716
"C0105548387" 572 2 368
"C0105548457" 432 4 437.9
"C0105548769" 430 21 606.32
"C0105549158" 418 4 376.99
"C0105550015" 391 3 337.99
"C0105551062" 401 4 113.93
"C0105551277" 469 3 377.99
"C0105552710" 517 2 198.99
"C0105552792" 529 2 398
"C0105553359" 525 2 518
"C0105555273" 639 10 583.42
"C0105556038" 399 15 630.35
"C0105556172" 652 2 78.99
"C0105556599" 638 3 119.99
"C0105557942" 426 2 213.99
"C0105558759" 447 4 296.99
"C0105559891" 439 4 270.97
"C0105559906" 451 3 207.99
"C0105561110" 620 1 44.99
"C0105561608" 611 2 22.98
"C0105561692" 417 4 376.99
"C0105562104" 401 3 272
"C0105562275" 439 3 197.99
"C0105562415" 466 4 267.98
"C0105563424" 462 3 216.48
"C0105563814" 389 24 910.8
"C0105564364" 455 4 196.98
"C0105565733" 392 5 226.98
"C0105565972" 501 4 197.98
"C0105567349" 442 3 195.43
"C0105567367" 392 3 274.99
"C0105567552" 524 3 343.94
"C0105568477" 472 2 213
"C0105568715" 447 8 575.96
"C0105568967" 574 21 737.84
"C0105569082" 449 3 397.99
"C0105569913" 469 3 377
"C0105570963" 513 2 639
"C0105571635" 459 8 983.95
"C0105572084" 393 26 597.68
"C0105572905" 446 2 338
"C0105572934" 517 3 1022.99
"C0105572991" 434 2 448.99
"C0105573219" 633 2 62.98
"C0105573735" 485 5 165.46
"C0105573847" 670 1 59
"C0105574596" 439 3 119.97
"C0105575911" 391 3 142.98
"C0105577680" 476 2 618
"C0105577825" 408 12 621.9
"C0105577954" 424 1 124
"C0105578037" 653 2 158
"C0105579730" 426 4 245.96
"C0105579799" 404 5 787.98
"C0105580886" 427 3 267.99
"C0105582642" 419 3 363.94
"C0105583396" 389 28 691.24
"C0105583536" 475 3 347.95
"C0105583952" 635 1 159
"C0105584994" 458 4 131.97
"C0105585370" 709 1 219
"C0105586346" 432 5 396.94
"C0105586411" 393 28 515.25
"C0105586530" 594 2 438
"C0105587030" 391 29 1065.24
"C0105587112" 393 26 981.25
"C0105588323" 512 5 259.46
"C0105588563" 510 2 71.99
"C0105589322" 438 4 321.99
"C0105589917" 415 4 1163.93
"C0105590851" 512 1 13.99
"C0105591682" 400 4 150.98
"C0105591901" 409 3 118.94
"C0105591974" 453 3 317.99
"C0105592309" 525 2 258.99
"C0105593161" 625 1 69
"C0105594377" 691 1 74
"C0105594769" 435 2 163.99
"C0105594862" 572 2 98
"C0105594916" 560 2 448
"C0105595017" 662 1 299
"C0105595157" 572 1 179
"C0105595239" 465 5 301.98
"C0105595352" 644 2 178
"C0105595603" 441 2 228.99
"C0105595974" 428 1 59.99
"C0105596320" 648 1 349
"C0105598519" 490 3 426.99
"C0105600243" 474 3 272.99
"C0105600333" 660 2 308
"C0105602133" 390 8 520.94
"C0105602439" 600 2 130.99
"C0105602563" 474 2 478
"C0105603177" 433 2 328
"C0105603207" 461 4 161.93
"C0105603359" 399 4 252.97
"C0105603421" 438 2 223.99
"C0105603582" 412 1 24.99
"C0105603608" 393 2 108.99
"C0105603662" 456 1 349
"C0105603703" 578 1 189
"C0105604280" 447 4 169.98
"C0105604709" 422 3 218.94
"C0105605818" 484 5 710.99
"C0105605870" 392 4 168.93
"C0105606080" 499 4 380.98
"C0105606225" 400 1 17.99
"C0105606349" 576 1 439
"C0105607063" 423 4 417.98
"C0105607275" 448 5 170.48
"C0105607408" 422 4 152.47
"C0105607944" 402 4 741
"C0105608698" 453 3 213.98
"C0105609280" 390 2 36.98
"C0105609574" 711 1 119.99
"C0105611181" 405 22 1072.21
"C0105612849" 389 2 68.99
"C0105612956" 405 28 1684.68
"C0105613264" 584 4 266.99
"C0105613467" 506 5 886.94
"C0105613622" 508 4 363.98
"C0105614562" 601 1 269
"C0105614662" 406 23 941.69
"C0105614884" 393 1 99.99
"C0105615535" 443 2 428.99
"C0105615706" 572 3 187.99
"C0105615811" 402 3 326.99
"C0105615868" 451 2 163
"C0105616933" 485 4 367.98
"C0105617616" 413 3 1147
"C0105618578" 400 5 516.98
"C0105618669" 663 1 239
"C0105618901" 573 13 616.87
"C0105620167" 736 1 189
"C0105620467" 396 4 352.94
"C0105621242" 399 5 178.98
"C0105621439" 406 25 786.75
"C0105623574" 401 16 916.29
"C0105624041" 732 1 99
"C0105624167" 404 4 184.93
"C0105625425" 584 2 224.98
"C0105626400" 395 20 257.3
"C0105626464" 394 3 318.98
"C0105627759" 676 2 309.98
"C0105627981" 399 1 949
"C0105628368" 413 18 1069.8
"C0105628808" 388 3 377
"C0105629446" 513 10 976.89
"C0105631213" 409 1 9.99
"C0105631893" 427 2 268
"C0105632675" 685 1 269
"C0105632834" 584 3 264.98
"C0105633463" 424 28 2241.72
"C0105633617" 391 6 215.95
"C0105634044" 519 3 253.99
"C0105635041" 471 2 948
"C0105635113" 423 28 2060.64
"C0105637425" 675 1 249
"C0105637611" 452 4 242.9
"C0105638247" 449 3 388.98
"C0105639858" 624 2 228.95
"C0105639955" 454 4 838.94
"C0105640165" 401 2 908
"C0105640200" 448 3 443.98
"C0105640443" 680 1 199
"C0105641059" 390 11 582.41
"C0105641161" 486 2 179.98
"C0105641684" 474 3 655.98
"C0105642587" 427 4 477.98
"C0105642882" 497 4 437.98
"C0105642931" 452 5 1127.97
"C0105642972" 470 3 93.98
"C0105644306" 390 2 76.98
"C0105644699" 395 8 1002.97
"C0105645061" 397 3 527.99
"C0105645696" 394 5 330.97
"C0105645820" 389 3 1027.99
"C0105647984" 454 1 99
"C0105648015" 425 4 376.99
"C0105649135" 411 8 1153.98
"C0105649297" 423 2 468.99
"C0105649512" 586 2 109.98
"C0105650082" 419 3 222.95
"C0105650220" 490 3 194.93
"C0105651600" 439 3 407
"C0105652044" 455 4 981.95
"C0105652758" 418 3 268.94
"C0105652794" 399 3 185.99
"C0105652823" 566 2 568
"C0105654787" 584 3 407.99
"C0105655053" 467 3 342
"C0105656176" 539 5 535
"C0105656867" 409 11 693.44
"C0105658102" 389 4 436
"C0105659061" 411 6 536.93
"C0105659109" 411 1 14.99
"C0105659113" 444 5 313.94
"C0105659530" 469 2 428
"C0105659798" 516 12 1777.94
"C0105660059" 598 3 68.97
"C0105660077" 594 18 456.33
"C0105660729" 427 3 407.99
"C0105661148" 394 4 327.98
"C0105662441" 677 1 279
"C0105662941" 422 2 365.99
"C0105664007" 441 3 470.99
"C0105664730" 397 21 1129.83
"C0105665410" 515 3 337.99
"C0105665528" 425 5 240.93
"C0105665654" 484 3 368.98
"C0105665982" 389 27 962.27
"C0105666102" 391 3 182.99
"C0105666227" 466 3 227
"C0105666342" 446 3 204.48
"C0105666509" 423 2 228
"C0105667436" 581 1 399
"C0105667568" 410 2 588
"C0105667724" 594 1 89
"C0105667896" 423 3 367
"C0105667982" 562 2 1108
"C0105667999" 553 4 377.97
"C0105668803" 729 1 49
"C0105668934" 454 1 34.95
"C0105669747" 443 4 342.98
"C0105669887" 438 5 545.99
"C0105670021" 466 4 287.94
"C0105670137" 612 1 94
"C0105670167" 468 5 231.97
"C0105670548" 420 3 259.99
"C0105671086" 391 5 574.48
"C0105672616" 405 19 1211.35
"C0105672653" 390 19 332.33
"C0105673170" 420 2 118.95
"C0105673614" 534 3 1411.98
"C0105673751" 398 28 220.72
"C0105673926" 392 2 218
"C0105674580" 396 20 1305.86
"C0105674639" 394 22 725.32
"C0105674864" 692 1 24.99
"C0105675352" 398 2 328
"C0105675387" 393 26 1027.25
"C0105675905" 396 3 577
"C0105676143" 463 1 119
"C0105677082" 399 12 1002.42
"C0105677164" 421 6 1375.92
"C0105677544" 431 1 139
"C0105677659" 394 5 371.97
"C0105677830" 416 5 638.49
"C0105678321" 451 4 184.48
"C0105679324" 456 8 1004.46
"C0105679408" 399 10 1146.95
"C0105682066" 577 28 506.69
"C0105682825" 500 2 368
"C0105682908" 389 3 222.98
"C0105683466" 406 4 402.94
"C0105684687" 515 4 526.99
"C0105684955" 450 3 152.95
"C0105685924" 399 3 237.99
"C0105686494" 389 1 9.99
"C0105686702" 411 2 278
"C0105686840" 622 2 183
"C0105686994" 396 23 850.79
"C0105687410" 391 1 159
"C0105688607" 428 2 148.99
"C0105689159" 413 3 787
"C0105689765" 444 2 31.98
"C0105691960" 463 2 158
"C0105692106" 448 6 426.92
"C0105692871" 518 3 324.98
"C0105694317" 454 3 150.94
"C0105694886" 510 4 397.94
"C0105695147" 645 2 183
"C0105695288" 507 4 412.98
"C0105695512" 431 4 281.99
"C0105697169" 400 1 59
"C0105698931" 560 2 112.48
"C0105701682" 408 5 610.99
"C0105701761" 404 1 89
"C0105701789" 452 1 129
"C0105703324" 429 3 177.99
"C0105704484" 448 2 193
"C0105704734" 627 3 168.98
"C0105705199" 417 1 249
"C0105705708" 575 26 229.24
"C0105707948" 452 3 577
"C0105708133" 428 2 158.99
"C0105708249" 458 4 192.97
"C0105709173" 435 1 249
"C0105709186" 389 29 1037.76
"C0105709221" 508 2 368
"C0105710389" 401 1 17.49
"C0105710485" 546 2 408
"C0105711248" 491 10 1793.96
"C0105712966" 446 2 1038
"C0105713676" 397 2 338
"C0105713883" 589 2 55.98
"C0105714056" 416 3 362.98
"C0105714122" 482 5 282.96
"C0105714218" 504 2 129.98
"C0105714570" 418 25 624.28
"C0105714664" 404 4 242.47
"C0105715455" 572 12 289.86
"C0105715550" 407 5 181.42
"C0105715974" 408 2 10.98
"C0105716020" 427 3 183.94
"C0105716130" 578 1 439
"C0105716295" 392 1 49.99
"C0105716388" 453 4 497.97
"C0105717363" 430 2 148.99
"C0105717806" 455 5 162.87
"C0105718100" 415 3 238.98
"C0105718247" 430 3 211.97
"C0105718400" 521 3 257
"C0105718597" 402 5 525
"C0105719039" 395 3 497
"C0105720078" 416 2 598
"C0105720131" 460 5 461.98
"C0105720221" 393 3 527.99
"C0105720241" 439 4 140.89
"C0105721256" 418 1 749
"C0105721679" 429 4 357.98
"C0105722071" 519 2 548
"C0105722126" 391 3 307.95
"C0105722792" 427 23 689.81
"C0105723063" 388 4 407.9
"C0105723428" 402 1 84.99
"C0105724124" 492 3 277.99
"C0105724314" 612 1 239
"C0105725021" 414 1 299
"C0105725855" 392 1 59.99
"C0105726798" 528 4 738.94
"C0105728255" 586 11 201.9
"C0105729009" 401 1 199
"C0105729277" 417 5 223.92
"C0105729809" 532 3 196.99
"C0105730442" 480 3 334.99
"C0105730738" 432 4 581
"C0105731228" 664 1 159
"C0105731896" 626 1 299
"C0105731931" 510 2 169.98
"C0105733052" 514 3 418.98
"C0105733332" 410 3 397
"C0105734171" 490 4 305.93
"C0105735324" 499 4 218.94
"C0105735356" 464 2 258.99
"C0105736449" 413 30 602.72
"C0105736787" 401 4 241.99
"C0105737215" 420 2 548
"C0105737395" 606 3 587
"C0105738912" 440 3 407
"C0105739499" 443 2 478
"C0105739763" 498 4 986.95
"C0105740523" 402 26 1058.23
"C0105741873" 575 2 130.99
"C0105742125" 537 2 283
"C0105742180" 555 3 442.99
"C0105746377" 409 3 295.98
"C0105746650" 657 4 481.94
"C0105748652" 388 19 929.86
"C0105749159" 400 3 487.99
"C0105749430" 459 2 198.99
"C0105749770" 429 4 640.94
"C0105750122" 406 3 247
"C0105750536" 400 3 192.99
"C0105751841" 521 4 64.92
"C0105753274" 399 16 781.87
"C0105753749" 389 4 191.98
"C0105754537" 471 2 358.99
"C0105754882" 471 3 477
"C0105755318" 480 6 721.93
"C0105755595" 403 3 362.95
"C0105755843" 479 2 478
"C0105756068" 425 6 384.97
"C0105756494" 407 5 219.97
"C0105758012" 722 1 19.99
"C0105758436" 471 2 213
"C0105758926" 476 1 39
"C0105759548" 413 3 372.99
"C0105759672" 744 1 1099
"C0105759843" 413 2 378.99
"C0105760770" 414 4 189.97
"C0105761238" 399 2 268.99
"C0105761283" 539 4 572.98
"C0105761597" 482 3 692
"C0105761684" 427 3 142.99
"C0105761807" 469 3 597
"C0105762652" 573 3 267
"C0105762992" 425 1 89
"C0105763477" 398 2 108
"C0105763726" 438 2 138
"C0105764076" 426 5 327.98
"C0105765261" 546 2 298
"C0105766182" 435 3 358.94
"C0105766421" 433 3 717
"C0105768046" 416 2 368
"C0105769273" 481 4 366
"C0105770761" 432 5 280.97
"C0105770820" 396 3 274.99
"C0105771200" 456 8 1130.44
"C0105771312" 419 4 172.98
"C0105772140" 426 1 299
"C0105773924" 406 18 596.82
"C0105774064" 412 3 2089.99
"C0105775300" 466 2 158.95
"C0105775711" 402 3 176.98
"C0105775958" 599 2 668
"C0105778138" 641 2 88
"C0105779114" 412 1 339
"C0105779172" 476 3 222
"C0105780834" 388 10 433.96
"C0105781874" 432 2 418
"C0105783266" 396 30 1652.79
"C0105783339" 435 4 583.97
"C0105783747" 500 2 1118
"C0105784606" 402 4 609.98
"C0105785169" 479 2 408
"C0105785338" 660 2 158
"C0105785810" 740 1 179
"C0105785843" 586 3 583.98
"C0105785925" 578 23 635.21
"C0105786032" 453 2 108.95
"C0105787148" 422 2 318
"C0105787619" 494 3 486.99
"C0105787649" 630 1 99
"C0105787907" 498 2 408
"C0105787941" 522 4 428.93
"C0105788109" 488 4 378.97
"C0105788334" 470 3 221.99
"C0105789486" 550 3 612
"C0105789640" 514 2 228.99
"C0105789908" 442 3 143.9
"C0105790117" 573 1 249
"C0105790699" 420 4 367.98
"C0105791189" 473 1 199
"C0105791944" 441 2 218
"C0105792210" 544 3 248.98
"C0105792272" 435 3 462
"C0105793393" 388 1 139
"C0105793663" 546 2 228
"C0105793743" 456 4 312.98
"C0105794805" 471 2 498
"C0105797134" 471 4 332.94
"C0105797805" 411 4 416.99
"C0105797904" 431 3 412.95
"C0105799494" 402 3 322
"C0105799520" 415 3 277.95
"C0105800465" 472 3 195.98
"C0105801849" 401 2 438
"C0105801998" 535 2 398
"C0105802039" 696 1 299
"C0105803561" 542 4 451.99
"C0105805416" 721 2 12.98
"C0105805487" 712 1 9.99
"C0105806589" 518 3 507
"C0105807088" 401 17 478.32
"C0105808014" 566 3 517
"C0105808268" 508 1 49
"C0105808334" 463 3 387.99
"C0105808917" 671 2 218
"C0105809113" 404 14 1961.94
"C0105809438" 609 2 378
"C0105809839" 398 3 558.98
"C0105810305" 502 4 296.99
"C0105810432" 403 29 1765.16
"C0105810511" 513 3 374.99
"C0105814016" 392 25 1632.32
"C0105814868" 581 3 252.95
"C0105816421" 409 1 34.95
"C0105816568" 406 2 183.99
"C0105817105" 499 3 427.99
"C0105817533" 434 7 1143.96
"C0105817637" 433 1 59.99
"C0105819060" 435 1 34.95
"C0105820156" 403 2 148
"C0105820292" 614 1 1099
"C0105820718" 401 1 94
"C0105821047" 389 3 617.99
"C0105822332" 583 13 313.88
"C0105822343" 424 20 605.75
"C0105822573" 470 6 313.95
"C0105822707" 430 4 345.48
"C0105823685" 527 3 507
"C0105824399" 485 3 168.9
"C0105824556" 421 3 718.98
"C0105826670" 441 4 125.93
"C0105827371" 584 2 92.99
"C0105828966" 452 5 1120.99
"C0105829329" 646 3 123.99
"C0105829878" 416 1 349
"C0105831516" 417 1 259
"C0105831580" 449 5 383.96
"C0105832010" 400 6 355.91
"C0105832248" 670 1 149
"C0105833041" 725 1 124
"C0105836220" 391 4 422.98
"C0105836238" 391 2 193.99
"C0105837710" 406 4 303.97
"C0105838593" 394 30 1387.66
"C0105840435" 390 3 163.94
"C0105840496" 389 1 399
"C0105840732" 437 2 153
"C0105840937" 392 3 143.94
"C0105841013" 439 5 998.92
"C0105842108" 410 2 378
"C0105842212" 536 2 358
"C0105842304" 712 5 258.97
"C0105842349" 591 24 261.27
"C0105842461" 395 2 528
"C0105842693" 455 4 391.99
"C0105843189" 566 2 64.98
"C0105843989" 420 30 1107.26
"C0105844249" 514 2 198
"C0105845039" 687 2 84.99
"C0105845153" 409 3 94.97
"C0105846334" 435 3 627
"C0105846431" 403 3 182.99
"C0105846481" 440 3 1082
"C0105846679" 470 4 201.48
"C0105848122" 395 2 798
"C0105848228" 422 3 308.98
"C0105848634" 614 2 84.99
"C0105849714" 392 3 412
"C0105850260" 537 12 1324.88
"C0105850327" 392 2 258
"C0105850365" 518 5 435.95
"C0105851308" 521 3 467
"C0105852635" 438 3 49.97
"C0105852655" 429 5 567.93
"C0105853410" 487 3 657.99
"C0105853499" 511 2 448.99
"C0105853593" 403 6 117.44
"C0105853958" 484 2 498
"C0105854094" 554 1 5.99
"C0105854226" 398 2 618.99
"C0105854229" 439 1 559
"C0105854719" 621 1 149
"C0105854951" 509 4 201.99
"C0105855192" 413 2 568
"C0105855392" 458 3 487.99
"C0105857041" 475 3 657
"C0105857288" 392 5 602.98
"C0105857898" 388 3 437.99
"C0105859290" 620 2 64.98
"C0105859472" 585 10 450.89
"C0105859734" 399 4 318.98
"C0105861224" 578 11 708.91
"C0105861470" 400 2 158
"C0105862200" 410 3 97.48
"C0105862248" 422 2 448
"C0105862418" 436 3 752
"C0105863068" 513 3 443.99
"C0105863144" 458 2 348
"C0105863486" 537 2 273
"C0105863533" 406 4 361
"C0105863624" 749 1 119
"C0105864824" 525 2 448
"C0105864886" 427 16 638.38
"C0105865138" 396 4 154.96
"C0105866133" 552 2 233
"C0105866162" 521 3 657.99
"C0105867049" 429 6 352.96
"C0105867862" 641 1 79.99
"C0105867948" 511 4 249.48
"C0105868633" 594 2 698.99
"C0105868644" 660 1 124
"C0105869070" 616 1 999
"C0105869204" 395 6 750.94
"C0105870346" 411 2 138
"C0105871869" 449 3 367
"C0105871924" 429 6 170.95
"C0105871944" 402 4 337.98
"C0105872072" 509 3 327.99
"C0105872492" 523 2 248.99
"C0105873373" 454 2 168.99
"C0105873785" 736 1 129
"C0105874156" 465 5 273.47
"C0105874499" 395 21 301.77
"C0105875471" 602 2 74.98
"C0105875720" 627 2 308
"C0105876625" 432 2 338
"C0105876871" 537 4 876.99
"C0105877111" 558 2 273
"C0105877334" 507 2 278
"C0105877370" 564 4 367.94
"C0105877434" 446 4 464.49
"C0105877717" 695 3 113.98
"C0105878758" 406 3 262
"C0105880557" 485 6 692.98
"C0105880631" 479 3 482.99
"C0105881044" 425 3 108.98
"C0105881807" 494 4 373.93
"C0105882367" 694 1 129
"C0105882437" 399 3 637
"C0105883021" 463 4 881.99
"C0105884295" 576 11 208.92
"C0105885148" 466 4 546.99
"C0105885191" 399 21 537.33
"C0105885620" 481 1 449
"C0105885932" 391 13 1265.86
"C0105886017" 412 3 282.99
"C0105886022" 393 2 193
"C0105888054" 426 4 966
"C0105889709" 501 3 68.94
"C0105890395" 429 3 617
"C0105890618" 421 4 557.98
"C0105890780" 578 2 48.99
"C0105892978" 413 4 406.95
"C0105893069" 434 4 1172.98
"C0105894084" 690 1 79
"C0105894299" 390 4 851
"C0105894312" 390 5 576.98
"C0105894976" 466 1 8.99
"C0105895569" 396 2 213
"C0105897144" 399 5 360.98
"C0105897364" 403 18 486.33
"C0105897450" 398 3 237.95
"C0105898293" 597 9 1330.44
"C0105899120" 495 3 742
"C0105900004" 427 23 992.33
"C0105901840" 398 4 290.98
"C0105902989" 404 1 14.99
"C0105903217" 511 3 417.95
"C0105903326" 597 7 620.97
"C0105903442" 396 22 703.31
"C0105903690" 523 4 112.97
"C0105903747" 402 5 262.96
"C0105904997" 582 20 329.28
"C0105906894" 574 26 498.21
"C0105907080" 392 1 399
"C0105907162" 421 8 478.89
"C0105907336" 400 19 1058.32
"C0105909128" 705 1 299
"C0105909346" 393 4 386.99
"C0105909439" 422 3 337
"C0105910208" 526 5 431.94
"C0105910753" 452 3 322.99
"C0105911298" 555 6 915.98
"C0105912800" 451 2 59.94
"C0105912986" 578 24 310.24
"C0105913208" 389 28 1107.28
"C0105913829" 533 4 406.99
"C0105913840" 485 3 307
"C0105913867" 648 1 1699
"C0105913970" 526 2 118
"C0105914124" 577 5 516.98
"C0105915017" 396 4 1006.99
"C0105915077" 460 7 1119.46
"C0105916445" 623 2 54.98
"C0105916943" 411 1 9.99
"C0105917005" 395 5 677.97
"C0105917459" 465 11 1426.96
"C0105917788" 426 8 812
"C0105917806" 471 1 59.99
"C0105917871" 430 4 200.97
"C0105919214" 420 4 152.47
"C0105919368" 520 4 306.97
"C0105919466" 389 12 573.32
"C0105919485" 388 2 273
"C0105919491" 494 3 272
"C0105919705" 462 3 278.98
"C0105919866" 413 1 119
"C0105920365" 511 3 213.98
"C0105920402" 453 3 263.98
"C0105920836" 408 6 1342.97
"C0105921047" 567 3 237.99
"C0105922024" 433 2 368
"C0105922416" 452 3 547.99
"C0105922942" 605 22 671.76
"C0105923219" 550 3 372
"C0105923412" 488 3 167.99
"C0105923421" 677 2 78.99
"C0105923633" 392 10 217.42
"C0105924072" 395 20 654.32
"C0105924570" 420 2 598
"C0105924838" 444 4 352.94
"C0105925427" 413 5 391.94
"C0105925722" 423 5 477.97
"C0105926258" 491 3 517.99
"C0105926370" 505 4 138.97
"C0105926430" 455 2 193
"C0105926907" 403 21 929.83
"C0105927025" 414 4 809.48
"C0105927088" 636 1 129
"C0105927655" 452 2 768
"C0105927932" 388 3 288.98
"C0105927973" 635 1 159
"C0105928130" 477 2 548
"C0105928520" 472 2 278
"C0105929038" 553 5 362.97
"C0105929272" 498 3 577
"C0105929653" 439 2 888.99
